headline,url,publisher,date,stock
Summit's Sundararajan: Now We Know Tsinghua-Micron Bid Is 'Real And Credible',https://www.benzinga.com/analyst-ratings/analyst-color/15/08/5766471/summits-sundararajan-now-we-know-tsinghua-micron-bid-is-,Monica Gerson,2015-08-14 00:00:00,MU
13D Filing from Baidu on Ctrip Shows 24.5% Stake,https://www.benzinga.com/news/15/11/5960560/13d-filing-from-baidu-on-ctrip-shows-24-5-stake,Paul Quintaro,2015-11-04 00:00:00,BIDU
12 Stocks You Should Be Watching Today,https://www.benzinga.com/news/earnings/16/11/8635622/12-stocks-you-should-be-watching-today,Lisa Levin,2016-11-02 00:00:00,AIG
"Endologix CEO McDermott Buys 25,000 @ Avg Price: $4.45 -Form4",https://www.benzinga.com/news/17/05/9536531/endologix-ceo-mcdermott-buys-25-000-avg-price-4-45-form4,Charles Gross,2017-05-30 00:00:00,ELGX
Mid-Afternoon Market Update: Crude Oil Down 2.5%; Gigamon Shares Drop After Issuing Lower Forecast,https://www.benzinga.com/news/earnings/17/01/8918930/mid-afternoon-market-update-crude-oil-down-2-5-gigamon-shares-drop-after,Lisa Levin,2017-01-18 00:00:00,BTE
"The Daily Biotech Pulse: Tonix Slumps On Failed Study, Applied Genetic Announces Offering, Beam Therapeutics, PPD Price IPOs",https://www.benzinga.com/general/biotech/20/02/15266453/the-daily-biotech-pulse-tonix-slumps-on-failed-study-applied-genetic-announces-offering-beam-ther,Shanthi Rexaline,2020-02-06 00:00:00,ELGX
"Benzinga's Political Roundup (XOM, COP, C)",https://www.benzinga.com/generallifemisc/politics/11/05/1094349/benzingas-political-roundup-xom-cop-c,Jonathan Chen,2011-05-18 00:00:00,COP
PowerShares Small Cap Sector ETFs Hit the Tape,https://www.benzinga.com/212734/powershares-small-cap-sector-etfs-hit-the-tape,Invest With An Edge,2010-04-08 00:00:00,NNN
"JP Morgan Upgrades CF Industries Holdings from Neutral to Overweight, Raises PT from $225 to $253",https://www.benzinga.com/analyst-ratings/upgrades/12/09/2910819/jp-morgan-upgrades-cf-industries-holdings-from-neutral-to-ove,Juan Lopez,2012-09-14 00:00:00,CF
From CNBC Now: 'ALERT: New York state appeals court revives 2 Macy's claims against J.C. Penney In Martha Stewart case - Reuters • $JCP $M',https://www.benzinga.com/news/15/02/5279181/from-cnbc-now-alert-new-york-state-appeals-court-revives-2-macys-claims-against-j,Paul Quintaro,2015-02-26 00:00:00,JCP
"Catalysts For March 4, 2010 (BUD, WRN, WEN, TYPE, STP, TK, CIEN, TD, MENT, MOVE, EVC, SLW, GA, ARST, ALSK, MRVL, COO, URBN)",https://www.benzinga.com/markets/company-news/157132/catalysts-for-march-4-2010-bud-wrn-wen-type-stp-tk-cien-td-ment-move-evc,Monica Gerson,2010-03-04 00:00:00,MENT
Volume Talks Wednesday March 10: Two Option Ideas on One Hot Stock,https://www.benzinga.com/168664/volume-talks-wednesday-march-10-two-option-ideas-on-one-hot-stock,Marco Anthony,2010-03-11 00:00:00,HELE
Bank of America Upgrades AllianceBernstein Holding To Neutral,https://www.benzinga.com/analyst-ratings/upgrades/15/02/5277845/bank-of-america-upgrades-alliancebernstein-holding-to-neutral,Monica Gerson,2015-02-26 00:00:00,AB
Shares of several semiconductor companies are trading higher. Strength potentially related to earnings from notable names in the space this week as well as overall market strength amid a rebound in oil.,https://www.benzinga.com/wiim/20/04/15866926/shares-of-several-semiconductor-companies-are-trading-higher-strength-potentially-related-to-earning,Benzinga Newsdesk,2020-04-23 00:00:00,AMD
"NMI Holdings Q3 EPS $0.21 vs $0.14 Est., Sales $48.95M vs $41.47M Est.",https://www.benzinga.com/news/earnings/17/11/10267929/nmi-holdings-q3-eps-0-21-vs-0-14-est-sales-48-95m-vs-41-47m-est,Paul Quintaro,2017-11-01 00:00:00,NMIH
Earnings Preview: Alcoa Inc. (AA),https://www.benzinga.com/trading-ideas/technicals/10/10/514213/earnings-preview-alcoa-inc-aa,Michael J. Zerinskas,2010-10-07 00:00:00,AA
Limoneira To Acquire 157 Citrus Orchards Acres For ~$3.3M,https://www.benzinga.com/news/15/07/5667999/limoneira-to-acquire-157-citrus-orchards-acres-for-3-3m,Hal Lindon,2015-07-13 00:00:00,LMNR
"Benzinga Pro's Most-Searched Tickers For Morning Of Fri., Apr. 27, 2018",https://www.benzinga.com/news/18/04/11593963/benzinga-pros-most-searched-tickers-for-morning-of-fri-apr-27-2018,Paul Quintaro,2018-04-27 00:00:00,CRK
50 Healthcare Stocks Moving In Friday's Pre-Market Session,https://www.benzinga.com/pre-market-outlook/20/02/15440559/50-healthcare-stocks-moving-in-fridays-pre-market-session,Lisa Levin,2020-02-28 00:00:00,ONTX
Carpenter Technology (CRS) & Samuel Form Strategic Alliance,https://www.benzinga.com/17/06/9646902/carpenter-technology-crs-samuel-form-strategic-alliance,Zacks,2017-06-23 00:00:00,CRS
Bargain Hunters Boost Brent Prices,https://www.benzinga.com/news/14/03/4397574/bargain-hunters-boost-brent-prices,Laura Brodbeck,2014-03-18 00:00:00,BNO
BB&T Capital Markets Rates DuPont (DD) As A Hold,https://www.benzinga.com/media/cnbc/100553/bb-t-capital-markets-rates-dupont-dd-as-a-hold,Craig Jones,2010-01-26 00:00:00,DD
Shares of several retail apparel and athletic wear companies are trading higher after Lululemon reported strong Q1 earnings and raised FY19 guidance.,https://www.benzinga.com/markets/wiim/19/06/13917573/shares-of-several-retail-apparel-and-athletic-wear-companies-are-trading-higher-after-lululemon-repo,Benzinga Newsdesk,2019-06-13 00:00:00,GPS
"Office Depot Q2 Adj. EPS $0.06 vs $0.08 Est., Sales $2.36B vs $2.44B Est.",https://www.benzinga.com/news/earnings/17/08/9900183/office-depot-q2-adj-eps-0-06-vs-0-08-est-sales-2-36b-vs-2-44b-est,Paul Quintaro,2017-08-09 00:00:00,ODP
Miami Property Tour With AIV,https://www.benzinga.com/analyst-ratings/analyst-color/10/10/534389/miami-property-tour-with-aiv,Joe Young,2010-10-20 00:00:00,AIV
Motorola Solutions Reports Has Added Si200 Body-Worn Camera To Its Digital Evidence Ecosystem,https://www.benzinga.com/news/19/01/12973780/motorola-solutions-reports-has-added-si200-body-worn-camera-to-its-digital-evide,Benzinga Newsdesk,2019-01-11 00:00:00,MSI
Piper Jaffray Overweight On Bridgepoint Education,https://www.benzinga.com/analyst-ratings/analyst-color/11/08/1829107/piper-jaffray-overweight-on-bridgepoint-education,Jonathan Chen,2011-08-03 00:00:00,BPI
"Cantor Fitzgerald Initiates Coverage on Ardelyx at Buy, Announces $19.00 PT",https://www.benzinga.com/news/16/03/7638324/cantor-fitzgerald-initiates-coverage-on-ardelyx-at-buy-announces-19-00-pt,Eddie Staley,2016-03-08 00:00:00,ARDX
BZ NOTE: Betaville Article Regarding Eagle Entertainment Takeover Interest Was Out Earlier Today,https://www.benzinga.com/news/16/08/8300151/bz-note-betaville-article-regarding-eagle-entertainment-takeover-interest-was-out,Paul Quintaro,2016-08-03 00:00:00,ENT
Stocks That Hit 52-Week Lows On Thursday,https://www.benzinga.com/news/20/03/15538835/stocks-that-hit-52-week-lows-on-thursday,Lisa Levin,2020-03-12 00:00:00,AYI
"CORRECTION: CFRA Upgrades Edwards Lifesciences From Sell To Hold, Lowers Price Target To $201; Initial Headline Suggested Firm Maintained Sell, This Was Incorrect",https://www.benzinga.com/analyst-ratings/analyst-color/20/03/15548568/correction-cfra-upgrades-edwards-lifesciences-from-sell-to-hold-lowers-price-target,Benzinga_Newsdesk,2020-03-13 00:00:00,EW
"Benzinga's Top Upgrades, Downgrades For September 3, 2019",https://www.benzinga.com/analyst-ratings/downgrades/19/09/14366050/benzingas-top-upgrades-downgrades-for-september-3-2019,Lisa Levin,2019-09-03 00:00:00,FISV
"Credit Suisse Maintains Outperform on Quest Diagnostics, Lowers Price Target to $103",https://www.benzinga.com/news/18/11/12778590/credit-suisse-maintains-outperform-on-quest-diagnostics-lowers-price-target-to-1,Vick Meyer,2018-11-30 00:00:00,DGX
Affymetrix Determines Unsolicited Proposal Is Not Superior,https://www.benzinga.com/news/16/03/7764992/affymetrix-determines-unsolicited-proposal-is-not-superior,Paul Quintaro,2016-03-28 14:17:55-04:00,AFFX
J.P Morgan Raises ITs PT On General Cable To $44,https://www.benzinga.com/analyst-ratings/analyst-color/11/02/850696/j-p-morgan-raises-its-pt-on-general-cable-to-44,Benzinga Staff,2011-02-10 00:00:00,BGC
CymaBay Therapeutics Announces an Oral Late-Breaking Presentation of a Phase 2 Proof-of-Concept Study of MBX-8025 in Patients With Primary Biliary Cholangitis at the AASLD 2016 Liver Meeting,https://www.benzinga.com/news/16/10/8584455/cymabay-therapeutics-announces-an-oral-late-breaking-presentation-of-a-phase-2-pr,Paul Quintaro,2016-10-20 00:00:00,CBAY
Mid-Afternoon Market Update: Markets Fall as 3D Systems Rallies on Deutsche Bank Initiation,https://www.benzinga.com/news/earnings/13/12/4144850/mid-afternoon-market-update-markets-fall-as-3d-systems-rallies-on-deutsc,Jake L'Ecuyer,2013-12-10 00:00:00,LL
Korea Equity Fund. Announces Conditional Tender Offer Between 5 And 15 Percent Of Its Outstanding Shares,https://www.benzinga.com/news/offerings/11/06/1147050/korea-equity-fund-announces-conditional-tender-offer-between-5-and-15-p,Allie Wickman,2011-06-07 16:31:20-04:00,KEF
"Circor International Q2 EPS $0.57 Beats $0.49 Estimate, Sales $301.4M Beat $282.82M Estimate",https://www.benzinga.com/news/earnings/18/07/12086815/circor-international-q2-eps-0-57-beats-0-49-estimate-sales-301-4m-beat-,Benzinga_Newsdesk,2018-07-26 00:00:00,CIR
"Cantor Fitzgerald Maintains Overweight on Gilead Sciences, Raises Price Target to $88",https://www.benzinga.com/news/18/10/12575595/cantor-fitzgerald-maintains-overweight-on-gilead-sciences-raises-price-target-to,Vick Meyer,2018-10-26 00:00:00,GILD
"Macquarie Initiates Coverage on Starwood Hotels & Resorts Worldwide, Inc. at Outperform, Announces $73.00 PT",https://www.benzinga.com/news/13/04/3481783/macquarie-initiates-coverage-on-starwood-hotels-resorts-worldwide-inc-at-outperfo,Paul Quintaro,2013-04-09 00:00:00,HOT
"Calls Purchased on ATLAS ENERGY, L.P. (ATLS)",https://www.benzinga.com/options/11/05/1082464/calls-purchased-on-atlas-energy-l-p-atls,Michael J. Zerinskas,2011-05-13 00:00:00,ATLS
"Medtronic Reports First Implants in Largest-Ever Trial of Cardiac Resynchronization Therapy, Post-Market Trial Will Assess AdaptivCRT",https://www.benzinga.com/news/14/08/4808089/medtronic-reports-first-implants-in-largest-ever-trial-of-cardiac-resynchronizati,Paul Quintaro,2014-08-27 00:00:00,MDT
Stocks That Hit 52-Week Lows On Thursday,https://www.benzinga.com/news/20/01/15218654/stocks-that-hit-52-week-lows-on-thursday,Lisa Levin,2020-01-30 00:00:00,NFG
6 Financials To Watch Before Today's Stress Test (In 2 Charts),https://www.benzinga.com/analyst-ratings/analyst-color/15/03/5301881/6-financials-to-watch-before-todays-stress-test,Kevin Riley,2015-03-05 00:00:00,MS
"Market Wrap For March 21: Markets End Friday On A Negative Note, But Still Positive For The Week",https://www.benzinga.com/news/14/03/4410478/market-wrap-for-march-21-markets-end-friday-on-a-negative-note-but-still-positive,Jayson Derrick,2014-03-21 00:00:00,DRI
"US Stock Futures Down, Gold Reaches Another All-Time High",https://www.benzinga.com/trading-ideas/long-ideas/10/09/498437/us-stock-futures-down-gold-reaches-another-all-time-high,Monica Gerson,2010-09-29 00:00:00,FDO
Stocks That Hit 52-Week Lows On Thursday,https://www.benzinga.com/news/20/03/15538835/stocks-that-hit-52-week-lows-on-thursday,Lisa Levin,2020-03-12 12:10:12-04:00,IVH
Fossil Down 38% on Disappointing Guidance,https://www.benzinga.com/intraday-update/12/05/2568755/fossil-down-38-on-disappointing-guidance,Eddie Staley,2012-05-08 00:00:00,FOSL
Benzinga's Top Upgrades,https://www.benzinga.com/analyst-ratings/upgrades/16/09/8489760/benzingas-top-upgrades,Monica Gerson,2016-09-23 00:00:00,BDSI
Discovery Inc shares are trading up 3.4% to $28.86 after Jefferies upgraded the stock from Hold to Buy.,https://www.benzinga.com/trading-ideas/movers/18/08/12238454/discovery-inc-shares-are-trading-up-3-4-to-28-86-after-jefferies,Benzinga Newsdesk,2018-08-21 00:00:00,DISCA
Darling Ingredients shares are trading lower after the company reported worse-than-expected Q4 sales results.,https://www.benzinga.com/wiim/20/02/15418706/darling-ingredients-shares-are-trading-lower-after-the-company-reported-worse-than-expected-q4-sales,Benzinga Newsdesk,2020-02-26 00:00:00,DAR
"Itron Sees Q1 Adj. EPS $0.10-$0.15, Sales $575M-$600M vs $577.2M Est.",https://www.benzinga.com/news/guidance/18/02/11281381/itron-sees-q1-adj-eps-0-10-0-15-sales-575m-600m-vs-577-2m-est,Paul Quintaro,2018-02-28 00:00:00,ITRI
18 Biggest Mid-Day Losers For Wednesday,https://www.benzinga.com/news/17/10/10140495/18-biggest-mid-day-losers-for-wednesday,Lisa Levin,2017-10-04 00:00:00,MNTA
Mid-Morning Market Update: Markets Mostly Flat; BlackBerry Results Beat Estimates,https://www.benzinga.com/news/earnings/14/06/4646575/mid-morning-market-update-markets-mostly-flat-blackberry-results-beat-es,Garrett Cook,2014-06-19 00:00:00,KR
Benzinga's Volume Movers,https://www.benzinga.com/news/16/04/7884456/benzingas-volume-movers,Lisa Levin,2016-04-26 00:00:00,NXPI
"Benzinga's Top ETF Decliners (AGQ, EDC, TNA, DGP)",https://www.benzinga.com/etfs/emerging-market-etfs/183042/benzinga-s-top-etf-decliners-agq-edc-tna-dgp,Craig Jones,2010-03-19 00:00:00,EDC
"Shares of several healthcare companies are trading lower, potentially on recent Democratic primary polls showing Senator Elizabeth Warren in the lead.",https://www.benzinga.com/markets/wiim/19/09/14499064/shares-of-several-healthcare-companies-are-trading-lower-potentially-on-recent-democratic-primary-po,Benzinga Newsdesk,2019-09-26 00:00:00,FOLD
Non-Horrible Bosses: Meet The Best CEOs Of 2017,https://www.benzinga.com/news/17/06/9629768/non-horrible-bosses-meet-the-best-ceos-of-2017,Javier Hasse,2017-06-21 00:00:00,BSX
"Benzinga's M&A Chatter for Wednesday October 3, 2012",https://www.benzinga.com/trading-ideas/long-ideas/12/10/2965484/benzingas-m-a-chatter-for-wednesday-october-3-2012,Charles Gross,2012-10-03 00:00:00,P
"Lands' End Reports Q3 EPS $0.01 vs $(0.04) Est., Sales $325.5M vs $320.2M Est.",https://www.benzinga.com/news/earnings/17/12/10871098/lands-end-reports-q3-eps-0-01-vs-0-04-est-sales-325-5m-vs-320-2m-est,Paul Quintaro,2017-12-05 00:00:00,LE
Benzinga's Top Initiations,https://www.benzinga.com/analyst-ratings/initiation/12/12/3142293/benzingas-top-initiations,Lisa Levin,2012-12-04 00:00:00,ALXA
Stocks That Hit 52-Week Lows On Thursday,https://www.benzinga.com/news/20/03/15538835/stocks-that-hit-52-week-lows-on-thursday,Lisa Levin,2020-03-12 12:10:12-04:00,GAB
UPDATE: JP Morgan Downgrades Dominion As Firm Sees Limited Upside On Shares 'Absent a favorable ACP ruling',https://www.benzinga.com/analyst-ratings/analyst-color/19/01/13015410/update-jp-morgan-downgrades-dominion-as-firm-sees-limit,Benzinga_Newsdesk,2019-01-22 00:00:00,D
Nordstrom Falling Ahead Of Q1 Earnings Report,https://www.benzinga.com/analyst-ratings/analyst-color/15/05/5511427/nordstrom-falling-ahead-of-q1-earnings-report,Javier Hasse,2015-05-14 00:00:00,JWN
RIM Continues Its Domination of the Caribbean!,https://www.benzinga.com/tech/11/12/2213189/rim-continues-its-domination-of-the-caribbean,Minyanville,2011-12-16 00:00:00,NOK
Proactive Investors Reports GSK Could be Buyer of Pacific Biosciences,https://www.benzinga.com/news/16/06/8061843/proactive-investors-reports-gsk-could-be-buyer-of-pacific-biosciences,Charles Gross,2016-06-02 00:00:00,GSK
Baidu Sues Qihoo 360 for Intellectual Property Infringement -Marbridge,https://www.benzinga.com/news/13/06/3653664/baidu-sues-qihoo-360-for-intellectual-property-infringement-marbridge,Charles Gross,2013-06-06 00:00:00,BIDU
How To Profit From Rising Commodity Prices,https://www.benzinga.com/10/05/307049/how-to-profit-from-rising-commodity-prices,Mark Riddix,2010-05-31 00:00:00,BHI
"HealthStream Q4 EPS $0.11 Beats $0.06 Estimate, Sales $62.7M Beat $62.55M Estimate",https://www.benzinga.com/news/earnings/20/02/15359354/healthstream-q4-eps-0-11-beats-0-06-estimate-sales-62-7m-beat-62-55m-estimate,Benzinga Newsdesk,2020-02-18 17:31:26-04:00,HSTM
Zacks #5 Rank Additions for Wednesday - Tale of the Tape,https://www.benzinga.com/10/08/434538/zacks-5-rank-additions-for-wednesday-tale-of-the-tape,Zacks,2010-08-18 00:00:00,DEG
LabCorp Beats by a Penny - Analyst Blog,https://www.benzinga.com/124800/labcorp-beats-by-a-penny-analyst-blog,Zacks,2010-02-11 00:00:00,EPS
Assured Guaranty Raises Qtr. Dividend From $0.1425 to $0.16/Share,https://www.benzinga.com/news/18/02/11232662/assured-guaranty-raises-qtr-dividend-from-0-1425-to-0-16share,Paul Quintaro,2018-02-21 00:00:00,AGO
"Morgan Stanley Downgrades Cognizant Technology Solutions Corporation - Class A Common Stock to Underweight, Lowers Price Target to $69",https://www.benzinga.com/news/19/04/13614953/morgan-stanley-downgrades-cognizant-technology-solutions-corporation-class-a-common-stock-to-underwe,Vick Meyer,2019-04-29 00:00:00,CTSH
Dolby Laboratories Maintains Overweight Rating,https://www.benzinga.com/analyst-ratings/analyst-color/10/11/605384/dolby-laboratories-maintains-overweight-rating,Benzinga Staff,2010-11-12 00:00:00,DLB
Luxoft Holding Completes Reorganization of IBS Group Holding Limited,https://www.benzinga.com/news/14/11/5001895/luxoft-holding-completes-reorganization-of-ibs-group-holding-limited,Charles Gross,2014-11-12 00:00:00,LXFT
"JPMorgan, Comerica: Winners & Losers",https://www.benzinga.com/11/01/795447/jpmorgan-comerica-winners-losers,webmaster,2011-01-20 00:00:00,BBT
Barclays Thoughts On HomeAway Pricing Changes,https://www.benzinga.com/analyst-ratings/analyst-color/16/06/8170611/barclays-thoughts-on-homeaway-pricing-changes,Jim Swanson,2016-06-30 00:00:00,EXPE
Dry Ships Halted On Circuit Breaker,https://www.benzinga.com/news/16/11/8681022/dry-ships-halted-on-circuit-breaker,Hal Lindon,2016-11-10 00:00:00,DRYS
"Earnings Scheduled For October 31, 2014",https://www.benzinga.com/news/earnings/14/10/4969852/earnings-scheduled-for-october-31-2014,Monica Gerson,2014-10-31 00:00:00,HPY
Progenics Pharmaceuticals Inc. Reports Q3 EPS of $0.51; Revenue of $41.70M,https://www.benzinga.com/news/earnings/14/11/4991510/progenics-pharmaceuticals-inc-reports-q3-eps-of-0-51-revenue-of-41-70m,Paul Quintaro,2014-11-07 00:00:00,PGNX
WHO Spokesperson Says Not Expecting to See the Vaccine for 12 Months or Longer,https://www.benzinga.com/news/20/04/15794964/who-spokesperson-says-not-expecting-to-see-the-vaccine-for-12-months-or-longer,Charles Gross,2020-04-14 00:00:00,NVAX
PG&E Provides Interim Update: Damage and Hazards Found After Safety Shutoff Confirm That Turning Off Power was the Right Decision,https://www.benzinga.com/news/19/10/14600818/pg-e-provides-interim-update-damage-and-hazards-found-after-safety-shutoff-confirm-that-turning-off,Charles Gross,2019-10-16 00:00:00,PCG
"Earnings Scheduled For February 25, 2019",https://www.benzinga.com/news/earnings/19/02/13233732/earnings-scheduled-for-february-25-2019,Lisa Levin,2019-02-25 00:00:00,AWR
"UPDATE: Ionis To Receive $25M Upfront Payment, Development, Regulatory Milestone Payments From Biogen",https://www.benzinga.com/news/17/12/10935824/update-ionis-to-receive-25m-upfront-payment-development-regulatory-milestone-pay,Paul Quintaro,2017-12-19 00:00:00,BIIB
Adding Yield to Your Porfolio - Muni Bonds 12-29-2010,https://www.benzinga.com/10/12/738657/adding-yield-to-your-porfolio-muni-bonds-12-29-2010,optionsXpress,2010-12-29 00:00:00,AGU
42 Biggest Movers From Yesterday,https://www.benzinga.com/news/18/03/11364525/42-biggest-movers-from-yesterday,Lisa Levin,2018-03-15 00:00:00,HTHT
"'Netflix Creating Comedy Radio Channel With SiriusXM' - WSJ, Says Channel Expected To Launch By January",https://www.benzinga.com/news/18/07/12038141/netflix-creating-comedy-radio-channel-with-siriusxm-wsj-says-channel-expected-to,Benzinga Newsdesk,2018-07-18 00:00:00,NFLX
"Deutsche Bank Maintains Buy on J.B. Hunt Transport Services, Inc., Raises PT to $70.00",https://www.benzinga.com/news/13/01/3239224/deutsche-bank-maintains-buy-on-j-b-hunt-transport-services-inc-raises-pt-to-70-00,Juan Lopez,2013-01-14 00:00:00,JBHT
"Jim Cramer Gives His Opinion On Energy Transfer Partners, Freeport-McMoRan And Teck Resources",https://www.benzinga.com/media/cnbc/17/03/9156456/jim-cramer-gives-his-opinion-on-energy-transfer-partners-freeport-mcmoran-a,Craig Jones,2017-03-10 00:00:00,ETP
"Earnings Scheduled For August 29, 2016",https://www.benzinga.com/news/earnings/16/08/8398797/earnings-scheduled-for-august-29-2016,Monica Gerson,2016-08-29 04:03:40-04:00,KZ
Analyst: Bitmain's New Ethereum Mining Chip Could Spell A Little Bit Of Trouble For AMD And Nvidia,https://www.benzinga.com/analyst-ratings/analyst-color/18/04/11468534/analyst-bitmains-new-ethereum-mining-chip-spell-a-littl,Wayne Duggan,2018-04-04 00:00:00,NVDA
"The Definitive Scandinavian ETF Guide (EWD, GXF, EDEN)",https://www.benzinga.com/trading-ideas/long-ideas/12/06/2638099/the-definitive-scandinavian-etf-guide-ewd-gxf-eden,ETF Professor,2012-06-03 00:00:00,GXF
"Earnings Scheduled For May 29, 2013",https://www.benzinga.com/news/earnings/13/05/3627344/earnings-scheduled-for-may-29-2013,Monica Gerson,2013-05-29 00:00:00,BWS
SAP Falls On TomorrowNow Charges - Analyst Blog,https://www.benzinga.com/11/01/813552/sap-falls-on-tomorrownow-charges-analyst-blog,Zacks,2011-01-27 00:00:00,IT
Semiconductor and microchip stocks are trading higher after Microchip Technology reported strong earnings and Skyworks reported a $2 billion buyback.,https://www.benzinga.com/markets/wiim/19/02/13110847/semiconductor-and-microchip-stocks-are-trading-higher-after-microchip-te,Benzinga Newsdesk,2019-02-06 00:00:00,NVDA
48 Stocks Moving In Tuesday's Mid-Day Session,https://www.benzinga.com/news/19/06/13903786/48-stocks-moving-in-tuesdays-mid-day-session,Lisa Levin,2019-06-11 00:00:00,IDN
"Haliburton Acquires Summit ESP, Terms Not Disclosed",https://www.benzinga.com/news/m-a/17/07/9738206/haliburton-acquires-summit-esp-terms-not-disclosed,Paul Quintaro,2017-07-05 00:00:00,HAL
"Barron's Picks And Pans: Best CEOs, Altice USA, Micron Technology And More",https://www.benzinga.com/media/18/05/11783846/barrons-picks-and-pans-best-ceos-altice-usa-micron-technology-and-more,Nelson Hem,2018-05-27 00:00:00,MU
"Benzinga's Top Upgrades, Downgrades For July 11, 2018",https://www.benzinga.com/analyst-ratings/upgrades/18/07/12005036/benzingas-top-upgrades-downgrades-for-july-11-2018,Lisa Levin,2018-07-11 00:00:00,ABB
Railway Takeaways From Citi Industrials Conference,https://www.benzinga.com/analyst-ratings/analyst-color/16/06/8124977/railway-takeaways-from-citi-industrials-conference,Wayne Duggan,2016-06-17 00:00:00,CSX
"Sterne Agee Downgrades Assurant from Neutral to Underperform, Lowers PT from $43 to $30",https://www.benzinga.com/analyst-ratings/downgrades/12/05/2606731/sterne-agee-downgrades-assurant-from-neutral-to-underperfor,webmaster,2012-05-22 00:00:00,AIZ
Piper Jaffray Maintains OW Rating and $4 PT on Durect,https://www.benzinga.com/analyst-ratings/reiteration/11/06/1202325/piper-jaffray-maintains-ow-rating-and-4-pt-on-durect,BenzingaStaffL,2011-06-27 00:00:00,DRRX
Mid-Day Market Update: Crude Oil Up 2.9%; Gemphire Therapeutics Shares Plummet,https://www.benzinga.com/markets/cryptocurrency/19/06/13987173/mid-day-market-update-crude-oil-up-2-9-gemphire-therapeutics-shares-plummet,Lisa Levin,2019-06-26 00:00:00,MU
Hearing Ingersoll-Rand Being Defend by Credit Suisse,https://www.benzinga.com/analyst-ratings/analyst-color/11/09/1956344/hearing-ingersoll-rand-being-defend-by-credit-suisse,Allie Wickman,2011-09-30 00:00:00,IR
"Italian, Spanish 10-year Govt Bond Yields Rise on Fears Pimco May Sell Peripheral Bonds Following Gross Resignation -Reuters Citing Traders",https://www.benzinga.com/news/14/09/4879077/italian-spanish-10-year-govt-bond-yields-rise-on-fears-pimco-may-sell-peripheral-,Charles Gross,2014-09-26 00:00:00,EWI
Stocks That Hit 52-Week Highs On Friday,https://www.benzinga.com/news/20/02/15384591/stocks-that-hit-52-week-highs-on-friday,Lisa Levin,2020-02-21 11:26:05-04:00,PCYO
14 Stocks Moving In Tuesday's Pre-Market Session,https://www.benzinga.com/news/16/10/8548958/14-stocks-moving-in-tuesdays-pre-market-session,Monica Gerson,2016-10-11 00:00:00,LPCN
"DA Davidson Downgrades Ducommun Incorporated to Neutral, Raises PT to $34.00",https://www.benzinga.com/news/14/08/4783533/da-davidson-downgrades-ducommun-incorporated-to-neutral-raises-pt-to-34-00,Paul Quintaro,2014-08-15 00:00:00,DCO
"Zacks Bull and Bear of the Day Highlights: Bayer, Greatbatch, Automatic Data Processing, Ford and Caterpillar. - Press Releases",https://www.benzinga.com/10/11/579956/zacks-bull-and-bear-of-the-day-highlights-bayer-greatbatch-automatic-data-processing-fo,Zacks,2010-11-04 00:00:00,DHI
"Hartford Financial Servs Q4 EPS $1.43 Beats $1.32 Estimate, Sales $5.361B Beat $5.23B Estimate",https://www.benzinga.com/news/earnings/20/02/15241059/hartford-financial-servs-q4-eps-1-43-beats-1-32-estimate-sales-5-361b-beat-5-23b-estimate,Benzinga Newsdesk,2020-02-03 00:00:00,HIG
"Earnings Scheduled For October 22, 2019",https://www.benzinga.com/news/earnings/19/10/14632995/earnings-scheduled-for-october-22-2019,Lisa Levin,2019-10-22 00:00:00,MCD
SunTrust Robinson Humphrey Downgrades Newell Brands to Hold,https://www.benzinga.com/news/18/03/11423026/suntrust-robinson-humphrey-downgrades-newell-brands-to-hold,Eddie Staley,2018-03-27 00:00:00,NWL
Depomed To Start Trading Under Symbol 'ASRT' Starting Tomorrow,https://www.benzinga.com/news/18/08/12202901/depomed-to-start-trading-under-symbol-asrt-starting-tomorrow,Benzinga_Newsdesk,2018-08-14 13:40:17-04:00,DEPO
"From Avon Products Investor Day, Currently Ongoing: CEO Sher McCoy Said Cerberus Deal Opens Many Doors for Co.",https://www.benzinga.com/news/16/01/6159252/from-avon-products-investor-day-currently-ongoing-ceo-sher-mccoy-said-cerberus-de,Paul Quintaro,2016-01-21 00:00:00,AVP
115 Biggest Movers From Yesterday,https://www.benzinga.com/news/20/03/15604162/115-biggest-movers-from-yesterday,Lisa Levin,2020-03-19 00:00:00,MFA
Silicon Image Up Almost 4% (SIMG),https://www.benzinga.com/movers/11/03/911923/silicon-image-up-almost-4-simg,Jonathan Chen,2011-03-08 00:00:00,IP
Zacks #1 Rank Additions for Wednesday - Tale of the Tape,https://www.benzinga.com/11/02/827664/zacks-1-rank-additions-for-wednesday-tale-of-the-tape,Zacks,2011-02-02 00:00:00,DD
GoPro Showcases New Suite of Mounts and Accessories to Enhance Versatility of Every GoPro,https://www.benzinga.com/news/15/07/5650422/gopro-showcases-new-suite-of-mounts-and-accessories-to-enhance-versatility-of-eve,Hal Lindon,2015-07-06 00:00:00,GPRO
BlackBerry Likely to be Sold in Parts -DigiTimes,https://www.benzinga.com/news/13/08/3837212/blackberry-likely-to-be-sold-in-parts-digitimes,Charles Gross,2013-08-14 00:00:00,BBRY
